actual_jitter,tabtransformer_pca,tabnet_pca,XGB_stacked_pca,XGB_stacked
8.026351733429728,37.24663,19.474932,15.173542,17.337984
84.54022325867045,50.168125,69.05847,69.29114,69.79561
39.292328642721365,40.827335,44.220417,38.835136,41.978947
51.40934529762565,45.955982,59.363567,60.284286,55.177654
35.145517129377964,39.95449,58.356457,56.58106,44.52331
40.61649063413779,39.16702,38.710762,38.05733,34.097584
59.15449012426325,37.347538,57.06866,56.596737,64.741776
44.48779175143012,50.380314,63.87919,63.37112,63.083546
92.3849116085783,46.491055,78.478775,79.08619,67.25892
92.45591661013373,46.221264,72.29125,73.43086,69.18862
61.14803089169032,46.01209,55.58087,51.97467,61.79883
54.01778735677606,42.989147,57.47598,57.048615,55.37488
55.26606371288163,36.834156,37.64549,41.01692,33.999115
59.86107462580975,45.253582,54.191086,52.920372,55.763363
91.42797122969151,51.836826,79.66124,82.74549,85.4679
27.736223936114975,46.42586,46.531593,42.197037,41.59392
47.97392524308449,40.926487,49.72434,49.806225,50.032356
80.30638598784748,51.21374,66.36554,69.29114,66.30704
48.02483589977281,43.862988,75.71957,71.75016,71.06316
53.29897798182195,49.53523,45.89407,42.32572,49.51227
80.11366414690997,36.13532,65.32181,65.091934,77.628136
59.637705091792746,37.186108,31.125633,32.858635,35.90056
44.297095633720474,38.847958,47.93149,49.696545,46.160717
44.70945713496653,36.574825,53.79627,51.453743,47.431763
44.32714592843367,49.78229,58.494156,54.705547,52.728546
27.352052056318904,35.8597,16.51608,15.173542,20.343277
52.40177990538163,42.9043,47.322002,49.806225,51.29117
60.04285345582351,46.349174,44.28574,41.280136,38.419582
75.36783236963046,47.913177,62.685688,61.48047,63.750664
38.74646114574438,35.745514,31.537895,32.858635,28.707462
39.55191461517815,40.426746,58.783478,56.523216,56.35999
67.94775569271525,55.41036,68.48897,67.08778,91.09705
18.64399082745811,41.389645,40.449123,37.98085,44.52331
4.554899549143965,40.130783,15.005844,15.96624,16.402214
98.94875726456884,0.77752376,65.32823,78.25722,86.897934
44.97610643627002,47.464397,65.334885,63.24078,68.28949
42.14848826171286,37.190456,39.05598,37.48343,34.51154
48.21060189782209,37.363365,48.327744,49.04883,49.393818
80.66701878255212,50.75436,70.64821,71.74103,72.783165
15.187302950938589,38.797653,19.794558,15.089951,16.836855
81.51836038449557,42.133568,56.65037,57.511616,55.03319
25.10285029443018,43.18503,37.530228,41.920483,35.865852
81.96279499244989,38.287056,56.78135,57.125965,55.763363
73.52671120957825,36.241478,37.500652,41.01692,32.765762
41.53720077582031,43.29234,35.436718,31.784536,34.51154
48.65045649961747,48.31908,49.70861,49.61811,56.566345
45.76001737485932,37.99117,48.28417,49.696545,45.121914
51.380259622638384,42.372253,56.680187,57.511616,55.847042
-1.3603241872902916,32.028076,21.448845,16.58858,16.744442
19.63553894313128,38.754738,46.674778,41.28739,46.13371
8.260073829612466,39.442158,23.125965,18.21041,19.289904
41.80365291628172,38.284718,25.258429,23.394196,23.902544
-2.4652393473440464,38.009445,17.334034,15.089951,17.500443
6.723736512887829,39.52718,20.15162,15.638084,17.534376
32.91705501574389,38.800373,54.636066,52.10146,54.341213
58.61053905235365,38.895367,60.77305,60.148354,53.828266
44.76932683666841,35.488876,51.80984,48.649296,44.22773
59.18807585701814,45.079273,53.785954,52.920372,56.183178
75.5445485195626,36.157356,57.14456,56.596737,45.838127
52.44601466010378,36.359272,49.380684,49.04883,51.887707
93.42395310871683,51.950577,74.83863,77.6811,77.27167
34.345094794475884,38.78771,45.68958,41.54081,51.29117
65.98814801189647,61.885845,71.125755,69.03512,71.51707
62.358910413604804,41.281254,77.79785,72.491516,86.111115
42.31223647471056,51.220318,70.028404,69.29114,63.643
72.08891147912682,39.421986,63.66417,63.775616,63.64142
59.986242529461926,48.521877,58.14153,54.912163,55.620228
45.67439154908385,45.76423,70.624115,73.27737,73.64913
78.92420247188734,47.936817,72.73867,72.17843,74.332596
64.35443473677266,45.756027,56.20408,57.71634,57.100338
67.21782166989948,42.4667,61.428806,60.964912,65.358826
80.01339511614431,40.337067,56.372826,57.283077,54.334835
77.75739375624994,42.99228,66.91277,70.67254,69.67009
45.56323232118306,48.538967,52.13901,51.34247,55.80294
42.04132942983327,38.362537,26.462399,23.394196,25.857773
98.69780945333486,42.319252,59.280533,60.35596,49.51227
-1.7755256395438845,38.779118,15.28443,15.089951,14.668714
46.617263801387814,37.957645,51.2644,49.696545,46.777756
49.098252270553004,38.720707,43.708996,40.05846,44.205643
45.380276357557506,53.066593,50.50318,50.923088,54.158276
47.53067773702939,47.527042,49.116383,49.61811,42.43065
47.97809807664359,45.110577,58.05231,56.95648,60.18685
25.358187719962,50.40362,40.93625,38.95916,44.642017
21.1410817430593,42.84427,30.24503,31.036516,32.366188
-0.661084336403734,29.329468,12.9908085,20.839415,13.157134
67.3315291529679,51.654552,87.39957,86.87234,87.12503
87.33764855380447,49.42912,73.35051,72.88829,80.09172
60.17887342037379,45.40104,70.71867,73.27737,72.76299
51.28144885027204,39.7679,56.32727,57.34092,54.341213
61.67651247794619,42.188976,57.760284,57.048615,56.183178
92.43390032485868,46.879856,80.49882,82.018936,88.951
38.43259255199927,38.71008,52.741314,51.39622,48.1986
37.70387570777382,39.137516,43.594334,39.984646,44.52331
20.45446471594121,33.019264,14.662132,12.303445,11.048115
67.55782180921142,44.62051,61.09711,62.47871,65.630035
57.58293914463928,43.252388,81.46674,73.70191,80.81009
60.060465291496406,43.848583,75.486305,71.75016,73.352135
78.63247887598969,41.376682,70.48,71.27878,72.44621
80.72586395204725,46.703278,70.08623,71.03861,64.50516
31.701832145024955,35.39017,42.260433,35.802357,33.89624
20.95468869051233,39.572514,26.788353,23.942327,25.857773
26.103676731502688,49.23319,31.837046,34.6737,33.78037
42.183649943683676,39.06816,38.524536,38.05733,34.56493
71.51760472072996,49.053185,60.060402,58.318935,66.51836
32.53533175525129,35.138283,33.57765,29.987486,33.73104
44.737367606202945,50.69141,60.47697,58.11232,55.80294
55.453468091392814,43.23432,55.475224,49.7493,50.190598
41.886696766904905,48.450108,44.200138,40.571087,49.006153
38.789708138575776,37.19653,42.561535,38.87493,36.23331
94.1299202301709,51.05132,80.80151,82.74549,84.758316
41.58611100100608,39.403664,27.967577,23.320381,24.383358
80.27600405799731,45.23978,59.137886,60.789223,50.793835
53.47825289178003,36.209583,30.715677,30.746315,26.597754
65.37926145450226,42.80659,61.821007,60.964912,56.696125
71.2955138390295,43.727905,59.093437,60.210186,55.52382
68.65607878976664,46.607456,61.342648,62.249466,65.630035
35.33209028581665,36.556175,27.24904,23.477787,19.858059
20.66550728636634,41.772343,56.573196,57.283077,44.52331
65.86514895524351,44.845604,61.645313,61.398174,64.87945
79.2460478730633,48.117134,74.205894,77.344154,73.77483
61.1297783943512,45.48031,55.230198,52.479607,55.03319
21.985551299762886,48.18862,31.903944,34.6737,29.281214
95.26543212132559,44.07864,68.979675,71.267845,66.78094
54.72937772928812,36.729744,41.277855,38.886288,41.856102
20.710158230771437,39.521633,46.66018,42.30868,54.705494
91.25069982497524,44.29253,65.12634,65.34785,67.70282
-1.6918564295269312,36.503044,10.9407015,13.745004,9.46026
41.992770942635396,49.09001,55.222927,50.974174,52.171257
0.5321452982979498,35.419323,40.51493,34.191402,32.261047
37.54598525808315,37.162266,26.399181,23.477787,25.905138
64.67735771433016,44.132732,53.312366,53.500015,56.27631
54.14750884554028,34.707195,18.743397,14.022733,13.690917
64.1953079192311,42.196026,63.076523,62.99221,62.175323
-1.6959597429125068,32.489914,16.39791,12.872479,13.690917
46.913668946832935,38.56027,50.9513,49.696545,46.334526
94.28947598846347,42.02611,81.90121,75.99896,76.16969
20.759806297513002,46.046963,29.539463,32.22012,34.18083
98.62134654730279,46.49941,86.506714,89.399254,82.245316
34.39089610673768,37.66981,40.66212,37.461227,33.893612
12.016245437484,35.89944,28.233168,23.477787,30.615963
45.79699849079634,38.319927,26.595509,23.394196,29.476402
27.902457025590124,41.99538,55.977356,52.046345,51.29117
40.748164495236075,42.037617,47.017483,47.296238,47.37672
48.416117052470895,40.116245,35.828228,35.507347,38.419582
7.458064461501717,42.277584,45.177814,36.796387,36.44533
47.01154301667736,50.212048,70.60485,71.74103,63.346134
71.29837383914047,39.734676,66.8385,70.40097,56.696125
86.00857901529717,46.742085,60.936337,62.249466,63.666035
78.82601183840863,40.770428,56.555325,57.283077,51.29117
98.71994821689542,56.660423,79.894585,79.47185,86.94382
62.36505277376223,39.901886,52.248234,51.839714,55.763363
39.465488623333805,44.252037,55.53128,52.64167,55.41492
21.960232775885565,40.268356,31.163546,33.031322,30.749647
47.32569312998632,40.556305,48.867893,49.806225,44.22773
48.14405651770824,45.12173,52.45197,52.561615,51.30194
26.683185465525963,40.144398,26.363111,25.193752,25.392712
40.38451942313179,40.71995,58.571377,56.523216,55.177654
66.63258846909432,39.892113,43.647285,40.501953,44.71708
-1.5237850610097774,37.42568,14.888275,13.745004,11.759846
47.78226057630753,47.017593,60.415638,59.806698,56.036766
32.233861812204275,45.696133,46.838913,42.857666,49.523045
10.951579832157268,38.212624,30.288647,30.662724,28.094187
67.39736147953585,174.06003,205.17,83.39141,56.129036
38.385553397035245,39.0871,40.197853,38.03513,45.82378
48.872292921764576,44.461643,51.13314,50.74803,53.88288
102.26964288501294,44.611004,61.231815,62.47871,63.562313
55.40432195110224,49.785625,60.400696,58.11232,56.183178
-0.6492064987227781,34.823246,31.573584,27.2546,28.528492
10.907283082644337,39.271465,52.073277,49.28808,40.226006
88.81159281293863,42.89842,70.640396,71.27878,74.97726
32.97092074158657,38.19805,32.71131,33.70779,33.870026
62.33327409521835,38.448544,50.978912,49.696545,46.067364
102.31809988544626,55.901493,85.3346,85.5976,91.45197
41.7650472773368,43.847767,50.401203,49.300404,44.52331
45.64224446034793,48.60632,72.40853,72.17843,67.56342
72.75548864300963,48.01913,63.26014,61.48047,64.39622
55.08568335758428,52.312756,57.126385,56.312767,52.453762
59.08461002578139,38.07206,39.55913,38.525295,41.570602
31.67746373343046,43.4349,63.37449,62.846436,56.696125
46.95400631229175,52.77479,71.33395,68.4255,71.510506
68.8507738708039,48.015972,64.77769,63.24078,65.51209
34.310148983374866,38.191204,20.453756,18.284224,20.343277
47.020305850446825,42.100544,53.09164,52.677254,55.847042
71.31588246885384,39.799236,61.74174,60.83994,63.715225
33.90503613349585,39.776173,15.258525,15.533447,17.929354
89.12026925052132,48.027267,76.1487,77.344154,82.95356
38.20042007618262,36.650906,33.017673,33.060074,33.259605
86.76164826181869,51.408936,55.4927,53.834675,60.694565
48.55686535963978,47.168957,72.73526,72.17843,68.37971
47.873843088771025,39.874363,52.831512,51.839714,40.226006
34.31507870497634,46.189404,60.436943,60.26033,62.962025
54.34242041993554,39.00434,55.61309,52.23563,55.847042
59.29745575609878,39.454227,55.04152,54.03599,54.523197
78.96795922132247,49.58376,75.072235,77.6811,73.352135
21.546805777392567,40.416225,28.324669,23.50388,25.131462
54.8805669733959,39.80693,45.956882,41.984303,42.877445
81.83536159290051,80.952,45.943954,53.328228,29.144405
102.06620276278235,51.259087,73.43636,77.6811,61.76252
33.38671199430469,44.8775,58.167557,56.95648,53.88288
60.007581473436,45.503407,51.151226,50.585968,49.861816
94.82147589483387,41.02555,67.34828,70.67254,67.94294
74.07981965388882,39.850796,39.921482,38.552437,40.88086
7.679834386288517,40.37084,30.939533,32.88472,31.805475
94.80896334718051,51.10191,81.66017,82.74549,85.84399
8.620026709087831,46.956146,12.534342,17.310707,18.58336
39.189975784257676,45.494587,51.020306,50.585968,42.284897
92.70791476319972,44.75063,73.74696,75.215256,77.571686
71.29990969920435,41.433323,66.17713,70.67254,62.175323
27.061400704980873,38.66007,43.38903,39.715153,46.048695
17.67971136898371,45.115314,55.4051,52.479607,56.183178
53.157990090662295,45.493004,53.467964,52.920372,60.19467
73.54322317353788,45.060333,66.16367,71.10579,67.259026
78.93270626064142,49.289593,61.958508,59.19797,63.93528
20.454166302845053,42.980877,43.821083,38.678226,41.442543
70.98250124969525,47.359325,77.52941,77.344154,62.781612
44.356740943746075,39.464592,40.603104,39.130234,40.88086
61.61300280329829,46.740902,59.73597,60.387173,56.27631
92.63095320705631,54.46583,76.14361,73.18962,83.25345
31.46530256325942,32.82703,39.115196,31.752728,35.58503
66.78121630027402,52.220547,68.97054,66.478165,60.32168
61.349967765493055,45.382202,61.719707,61.398174,55.763363
85.24910513748422,51.790512,74.70559,77.6811,83.25345
60.614452379095,49.319675,37.39434,37.968033,34.097584
57.92673732496884,48.33605,73.63695,77.344154,68.68051
97.75840860584304,57.477383,83.31971,85.5976,94.77677
40.15677315784074,41.866844,29.95892,31.193424,25.43366
66.87317560805053,75.20991,99.695656,83.39141,78.57841
100.68714950749103,51.185444,83.68208,89.97608,93.600296
41.130456668613306,40.72277,45.590805,41.65049,40.868736
55.70926039731267,43.296696,60.391956,57.78883,50.190598
40.081501741505974,55.582085,47.01303,48.829735,46.160717
25.78478236470623,39.764915,33.733356,34.151283,33.607075
41.47593097384352,44.475483,52.791164,52.72368,51.29117
65.52416125631038,46.251225,57.76575,57.22307,56.183178
79.69485710352818,43.558857,66.53922,70.52675,63.346134
57.89228190671133,42.471245,50.58881,49.806225,49.523045
57.626753717077285,48.369785,48.868294,49.61811,46.879234
35.64324207338962,44.937862,60.49399,60.51914,62.91283
61.67990060256103,43.1272,74.0503,72.491516,77.70341
54.309871030468486,43.54259,52.957355,51.636097,55.177654
66.21476472207135,39.969013,35.417343,35.507347,37.401398
38.36647160035423,39.00104,32.231606,33.9628,32.93994
44.952185213355435,48.946377,70.722275,71.610695,65.275856
18.751214490822978,46.804348,50.48474,50.028748,53.356106
20.246133323530604,44.06979,42.67199,39.54314,42.826805
21.072979613500312,44.994537,36.640312,35.961483,35.865852
80.80098688358865,47.138638,66.49261,69.43933,67.74712
65.56966948472972,40.855274,41.299973,40.62767,35.193672
48.94432640331597,43.931194,72.34279,70.12062,73.77483
74.51948458347884,42.61765,39.528732,38.781143,42.826805
73.601770262557,46.013588,74.73466,77.31048,63.988575
87.22860373117176,42.442066,48.73666,49.806225,55.37488
72.92800031213895,38.562077,60.39032,59.51741,64.96718
98.7386549475058,49.84026,67.64713,69.29114,65.38579
79.2798633932563,43.45812,57.83326,56.90284,55.177654
74.61923055232184,35.71318,55.624176,51.012978,48.66435
17.57196744314878,40.857674,42.64861,39.632328,49.851044
-1.9196367974654187,33.595276,17.631828,13.731983,13.690917
-2.2699867898912363,36.78389,26.292398,23.477787,16.909641
37.703644011594854,40.85236,64.852425,64.56973,56.696125
55.107302920055034,40.09435,29.67138,32.462284,30.205183
94.34828929690012,49.60188,81.33691,82.74549,87.10273
66.54086914543663,41.37701,60.424202,60.085876,64.87945
57.98917080325501,50.450054,43.985214,40.753582,44.194336
-0.041920624415838326,34.613373,11.971609,12.303445,13.157134
79.86735885390283,41.58877,68.56929,70.67254,66.51836
45.03600934955008,41.36975,46.827915,41.39707,41.59392
66.33925824618987,44.81528,49.5248,50.026997,50.475452
26.162523671986868,40.76108,41.41205,39.632328,43.726196
33.90925049026108,38.505898,30.47719,30.662724,33.206615
87.34546825433821,45.10584,76.49931,78.27043,77.70341
64.39652004886022,51.282276,65.92557,63.37112,60.32168
52.703063073132355,43.268024,45.602177,39.196533,51.989555
40.62929957857118,48.6437,49.891308,49.61811,49.51227
66.68568129290044,44.230442,47.146694,48.65468,49.252644
68.45244920594162,49.38629,61.774326,59.19797,56.946632
47.46346815809473,36.932316,41.987587,38.87493,44.98424
31.64467213540715,37.855083,34.28635,33.70779,32.76424
4.522843737002149,35.52811,39.374893,34.213604,33.702053
20.71209639103158,36.418045,35.45904,33.060074,34.894684
44.30255655270811,42.338413,58.185455,56.523216,55.541298
40.42887790636732,40.02151,39.19362,39.930702,34.51154
55.531151207124786,43.75809,56.24114,57.137302,54.334835
40.37737088937939,41.35935,41.841965,39.632328,44.52331
72.7708496310326,39.22369,67.939186,69.415886,63.715225
34.046441092211765,43.368347,59.436794,57.724045,56.054245
39.79126445245758,40.007847,31.229372,34.574596,31.82189
26.898083946579675,42.485657,49.793816,49.806225,44.52331
68.87732404388262,47.360867,47.25684,50.028748,49.252644
19.43051318900387,33.73408,28.605156,21.614613,31.94629
15.63595281911957,39.167675,28.1705,23.320381,16.836855
55.356753209780315,39.961506,52.62039,53.195778,50.190598
31.808955673946482,48.925076,30.573275,31.757198,37.171593
57.84680650437583,38.440918,53.102257,52.291603,55.37488
78.00389000688713,39.59126,52.751183,53.330753,48.99538
30.921109128257747,47.469093,49.53931,49.61811,46.475025
44.642214803779645,40.94082,45.217728,38.161186,44.22773
47.58503386708178,36.92931,32.18239,32.858635,24.494446
44.525943242301146,42.4025,47.325195,49.806225,41.59392
5.764878151468807,38.85685,29.764732,30.662724,24.383358
68.39437655484727,45.052753,61.33441,62.316647,64.31333
37.61635967867913,40.915474,31.791784,33.497543,37.37482
34.90234241294468,38.69167,61.398384,60.396446,65.630035
12.239273873866999,36.36552,43.187187,39.067436,34.974415
18.09082413810828,44.81359,29.495113,25.23648,25.631628
14.313685826820754,36.893818,36.69663,35.48155,32.806625
33.97471423389942,32.07685,20.80142,16.58858,22.205864
48.557360067635265,42.276157,58.896294,56.523216,56.024796
34.50535521901943,43.85217,57.975555,55.78996,55.847042
54.84740465192424,41.379826,62.296276,60.964912,65.14088
52.24017286285653,44.733086,76.19361,75.215256,76.10005
65.05719771889862,49.2226,67.416565,69.160805,59.50884
27.923073758204293,43.41728,57.40256,54.751568,49.252644
21.53417369633632,40.242252,33.8566,33.964073,36.08879
35.78252571000336,44.801884,55.80504,51.920635,54.39583
52.89308838455713,40.880047,47.633476,49.806225,50.34856
52.69009042896391,41.986126,40.48816,38.283928,40.226006
54.712064803709985,39.752846,53.0106,51.839714,42.826805
32.534017701265086,44.203465,43.71835,41.52658,35.865852
42.153786628017826,41.958187,43.61763,40.16814,42.416092
28.462063759215063,43.709652,50.49443,49.66045,48.99538
66.31497013687509,48.79702,77.26403,77.344154,80.1005
61.25435533895749,39.399784,49.13893,49.28808,46.879234
81.27271437042342,45.03034,70.261696,73.27737,76.37829
24.685619344179663,39.520298,39.174156,39.152435,44.063072
8.682764533397833,37.718487,40.026443,37.461227,36.44533
66.69626186223928,42.64878,61.917973,60.964912,55.03319
48.30228733053871,47.13557,49.85065,50.028748,48.095078
72.43024800515306,46.297634,62.83578,63.166664,56.183178
95.307616142481,47.55747,65.00344,63.24078,63.715225
59.446008393670816,51.229145,56.26003,55.46541,55.763363
30.88418825740149,45.882412,57.953896,56.97694,63.988575
8.696909882096318,39.35952,28.576237,23.320381,24.383358
57.956433383930666,42.59995,37.041553,36.503056,35.138428
32.42656818795207,37.85166,33.485985,33.70779,33.12354
68.92030983525403,48.24355,67.45298,69.160805,65.55841
42.25303573468778,39.532078,45.784668,42.5621,41.770153
47.03718944061643,43.69746,53.965794,52.341335,51.29117
33.98918606084899,38.640244,42.477577,39.522648,41.442543
26.412227609891602,44.02055,55.76712,51.313087,55.54614
38.96605385849032,47.292973,55.494297,51.5079,48.91161
59.14332272684958,41.807224,53.773533,52.48711,64.31291
80.86259228038519,52.32925,92.13709,83.83949,62.911694
54.591872647188396,44.92071,43.503826,41.628735,42.826805
88.12789521862925,42.215122,75.75915,72.491516,76.19973
48.11809071397277,42.350124,71.05942,70.861984,65.275856
51.28603051524345,40.602642,51.096397,49.806225,55.177654
39.972101523512904,50.762966,62.452595,58.991356,62.51572
31.11779380008322,37.84345,31.801907,33.387863,34.39645
40.24764441161868,44.280476,32.53522,35.277004,31.609777
53.037652506866884,38.998928,49.139038,50.27148,56.183178
48.6085209137915,42.57123,48.21756,49.806225,40.226006
25.924575062760397,37.83843,32.60646,33.387863,35.30417
44.75533508213803,41.618565,50.387257,49.806225,48.41786
51.54495841026418,42.55129,47.05105,47.139328,44.52331
34.63755315858736,44.32885,42.13247,40.99077,46.13371
47.26109031658131,46.445263,76.53957,77.5566,68.17336
18.00561338061395,43.458134,41.923496,39.329643,35.865852
44.590534030574986,43.290005,69.34725,68.37549,72.127655
54.334845657295595,47.16757,79.63102,82.018936,78.86207
4.533815031820968,38.485565,39.963806,38.108944,36.621643
28.279300296451783,39.23416,31.29827,33.31405,31.356684
87.70121113578249,45.66713,71.14276,74.14469,76.71319
37.9067439032095,45.47092,72.844765,74.14469,75.83862
97.92418857042595,48.73804,72.43742,72.17843,68.17336
29.10319789250588,46.016125,36.492393,35.456547,33.011917
39.371353978780604,38.347744,42.170506,39.522648,35.903557
99.35321073533446,52.068455,79.85679,82.74549,91.09705
41.56399783628751,47.85947,55.089054,51.41494,56.183178
55.56624288691929,37.985493,40.751217,38.108944,44.52331
55.760005319114356,47.963486,45.864536,42.143227,50.190598
41.26689092629471,41.83927,36.777924,36.659966,35.50234
32.71129792765458,35.919147,26.090797,23.477787,17.500443
24.587503583493344,41.548977,39.754036,38.634975,41.57021
21.385734579637184,44.468914,34.90019,36.123547,34.17317
20.292021248679024,41.735043,44.032238,38.835136,44.840343
52.95111004623488,41.62745,56.79398,57.511616,51.29117
62.03177192547368,43.427605,62.897526,62.846436,62.91283
78.05598741153075,45.385803,67.86496,71.10579,71.21401
66.6331255214543,55.031643,73.70461,74.407455,77.27167
30.886768223837095,45.048164,40.614563,39.744522,43.664124
33.173303209970626,46.6145,42.741673,41.02574,45.582638
31.111516378409185,43.615543,44.78436,38.53245,33.78037
24.76408958134036,49.873028,33.18099,35.17612,33.78037
78.08763123388553,45.771397,72.1435,74.14469,73.64913
20.74605151058032,36.978203,60.041588,56.31719,55.177654
101.23022439632712,50.982105,88.90865,89.205894,91.39694
20.4168438254858,37.68134,53.407032,51.226307,45.322334
48.98086274237271,34.96883,49.9564,48.09095,42.27228
46.04435289761852,43.84059,65.67169,64.60675,62.781612
38.9285604314093,41.191982,51.129616,49.806225,51.29117
95.1729956409473,39.72213,50.570896,51.631077,42.658188
38.61797919259726,51.336765,41.365795,41.430042,36.257854
62.31611269720305,45.248856,41.641365,41.092922,44.52331
30.89077237344908,32.95255,30.46777,27.347359,28.528492
62.3493941335382,43.70198,56.854553,57.36584,55.317665
64.38579955975288,38.878014,54.263058,52.10146,64.649765
68.62571556849036,52.512287,78.980484,76.06809,82.95356
20.1385055454315,39.299755,32.528503,33.31405,31.930437
49.1348239805965,37.498974,49.373222,49.04883,40.226006
57.868982823676994,44.26631,51.375725,51.024002,55.763363
13.599271422006604,43.656292,48.249615,49.66045,42.429764
69.0165126780955,44.40359,53.178867,53.500015,55.77753
80.11548922085075,36.438362,39.8078,37.87758,42.27228
53.97699319067631,49.950558,46.47206,41.670483,44.194336
60.97874344492308,38.728058,58.578556,56.137566,61.106216
26.44270532383887,42.2831,43.483078,39.667923,42.826805
80.63779040042031,46.443264,69.30475,70.846985,77.64775
20.4215715596155,37.279785,53.19086,50.93856,49.24187
35.33579005245494,34.6752,28.887238,21.614613,25.966965
4.39723190170729,42.516754,43.76576,38.678226,36.44533
78.90481594796115,45.137585,75.64288,78.27043,74.01024
102.2520574203828,50.8623,67.21648,69.29114,72.127655
21.951318919454582,39.14049,32.235565,33.31405,29.281214
33.10828376392856,34.93387,39.68562,34.805004,33.3192
7.2706629890076835,39.023335,15.525589,14.55317,10.581886
92.21690591490567,51.765156,80.17221,82.74549,83.55395
31.770605798618806,44.423367,39.126022,40.16656,44.962887
99.8184920246999,56.22274,86.140205,85.5976,92.950806
65.93676114013027,48.84219,80.504906,82.40855,74.053375
