actual_jitter,baseline,tabtransformer,tabnet,LGBM_stacked,XGB_stacked
48.872292921764576,55.68727,64.89257,55.68727,51.21382176301066,53.88288
102.26964288501294,60.50733,56.587456,60.50733,68.78208454812096,63.562313
55.40432195110224,53.632774,49.286377,53.632774,56.9067436743414,56.183178
-0.6492064987227781,26.457539,33.61325,26.457539,24.162048912727492,28.528492
10.907283082644337,44.59381,41.86737,44.59381,33.79000260425688,40.226006
88.81159281293863,73.10787,48.431953,73.10787,80.12355195141244,74.97726
32.97092074158657,30.198765,30.784359,30.198765,36.626645715800024,33.870026
62.33327409521835,45.955658,38.391777,45.955658,53.863397517173034,46.067364
102.31809988544626,88.01272,89.267006,88.01272,94.72952035716511,91.45197
41.7650472773368,45.507687,53.871277,45.507687,44.37375425478232,44.52331
45.64224446034793,70.14033,63.340523,70.14033,65.04211818168993,67.56342
72.75548864300963,61.097095,57.804573,61.097095,69.00675920605825,64.39622
55.08568335758428,51.58232,73.04218,51.58232,46.47859262106269,52.453762
59.08461002578139,41.205166,37.29987,41.205166,42.933559160039394,41.570602
31.67746373343046,56.524612,53.20702,56.524612,57.09114304623942,56.696125
46.95400631229175,73.16093,68.25194,73.16093,65.16519822024264,71.510506
68.8507738708039,66.23749,62.88192,66.23749,69.36051598615694,65.51209
34.310148983374866,17.675528,37.390106,17.675528,22.260002227031695,20.343277
47.020305850446825,54.86586,46.93264,54.86586,51.34520781341623,55.847042
71.31588246885384,61.062496,66.99717,61.062496,66.61700588297101,63.715225
33.90503613349585,15.106898,38.80777,15.106898,18.122842617549228,17.929354
89.12026925052132,78.97402,77.65707,78.97402,81.6997461525532,82.95356
38.20042007618262,30.203747,38.947254,30.203747,32.273556403368474,33.259605
86.76164826181869,59.875374,60.062904,59.875374,60.50840853975805,60.694565
48.55686535963978,72.245735,68.36518,72.245735,61.6180836811226,68.37971
47.873843088771025,44.895412,41.51824,44.895412,47.57336114044084,40.226006
34.31507870497634,63.383392,67.32073,63.383392,62.01952410040895,62.962025
54.34242041993554,54.378075,46.331543,54.378075,55.71554713266386,55.847042
59.29745575609878,55.224823,39.073967,55.224823,54.53357056112974,54.523197
78.96795922132247,74.481514,67.29627,74.481514,70.4148207605263,73.352135
21.546805777392567,20.902122,50.46376,20.902122,24.40372766469674,25.131462
54.8805669733959,42.558025,40.432884,42.558025,47.946241174050506,42.877445
81.83536159290051,20.633247,-159.45325,20.633247,33.9957350530059,29.144405
102.06620276278235,63.873077,65.2048,63.873077,63.16577488739191,61.76252
33.38671199430469,56.049,65.39868,56.049,50.217603835260824,53.88288
60.007581473436,49.826447,57.874992,49.826447,54.05816774115673,49.861816
94.82147589483387,70.354294,45.77822,70.354294,71.3273311967665,67.94294
74.07981965388882,39.774464,41.688705,39.774464,39.41320067180896,40.88086
7.679834386288517,31.625069,37.186943,31.625069,29.50978508343842,31.805475
94.80896334718051,83.310394,75.62109,83.310394,86.06363989657733,85.84399
8.620026709087831,15.12289,38.547695,15.12289,17.656145719083753,18.58336
39.189975784257676,44.535492,38.470768,44.535492,40.64127664234024,42.284897
92.70791476319972,80.85108,68.00212,80.85108,72.15644352221273,77.571686
71.29990969920435,59.78093,50.06053,59.78093,68.28855847039962,62.175323
27.061400704980873,47.37593,42.100388,47.37593,48.82008615571065,46.048695
17.67971136898371,53.852345,49.501984,53.852345,56.121388277513454,56.183178
53.157990090662295,58.933228,69.85882,58.933228,58.59931941486502,60.19467
73.54322317353788,69.92881,62.87545,69.92881,67.00858732106344,67.259026
78.93270626064142,65.52876,67.27455,65.52876,64.99017414387717,63.93528
20.454166302845053,39.923325,46.250412,39.923325,35.533835987378296,41.442543
70.98250124969525,63.14151,63.77837,63.14151,64.52652235331183,62.781612
44.356740943746075,39.962044,41.36793,39.962044,40.37597187753688,40.88086
61.61300280329829,56.159058,56.07904,56.159058,53.08217468835371,56.27631
92.63095320705631,79.81853,85.401146,79.81853,86.25714619379072,83.25345
31.46530256325942,33.008858,32.06846,33.008858,32.725261550851975,35.58503
66.78121630027402,56.956245,83.66151,56.956245,61.44844644873913,60.32168
61.349967765493055,54.166634,55.250565,54.166634,53.972999722223996,55.763363
85.24910513748422,79.15849,83.00027,79.15849,86.25714619379072,83.25345
60.614452379095,33.976135,36.792084,33.976135,42.60573839558538,34.097584
57.92673732496884,70.40406,61.294285,70.40406,64.67538422504616,68.68051
97.75840860584304,87.261215,91.51149,87.261215,94.72952035716511,94.77677
40.15677315784074,20.856672,40.13288,20.856672,26.110139332154127,25.43366
66.87317560805053,74.25184,162.33447,74.25184,70.95747590523469,78.57841
100.68714950749103,87.85563,81.025856,87.85563,95.17862200206093,93.600296
41.130456668613306,40.75382,36.349457,40.75382,43.96138166089349,40.868736
55.70926039731267,50.044334,46.26918,50.044334,48.114353713729344,50.190598
40.081501741505974,46.108547,56.76424,46.108547,48.73248225236898,46.160717
25.78478236470623,35.765553,41.43365,35.765553,31.722106973638493,33.607075
41.47593097384352,51.599792,53.856716,51.599792,48.499967470393266,51.29117
65.52416125631038,54.471657,52.273758,54.471657,56.104587740174786,56.183178
79.69485710352818,68.07935,68.76631,68.07935,63.74477212021638,63.346134
57.89228190671133,48.952015,54.473495,48.952015,49.515236285287635,49.523045
57.626753717077285,47.189785,56.547592,47.189785,47.94973207351696,46.879234
35.64324207338962,64.156,60.059166,64.156,62.53936279053627,62.91283
61.67990060256103,74.66609,51.14019,74.66609,81.62189241417572,77.70341
54.309871030468486,54.306355,43.35116,54.306355,54.649946610256315,55.177654
66.21476472207135,34.37408,39.04466,34.37408,41.11551799194733,37.401398
38.36647160035423,31.147793,48.186974,31.147793,33.49384284912343,32.93994
44.952185213355435,68.157906,56.99243,68.157906,61.30467041555838,65.275856
18.751214490822978,53.292015,42.679283,53.292015,46.04287730731578,53.356106
20.246133323530604,43.25918,45.588028,43.25918,44.1993127473446,42.826805
21.072979613500312,39.45948,45.266342,39.45948,34.94697319753365,35.865852
80.80098688358865,71.492836,68.57502,71.492836,65.6740925718036,67.74712
65.56966948472972,38.61193,41.206,38.61193,33.546127108564654,35.193672
48.94432640331597,74.1758,60.33573,74.1758,78.3374222606313,73.77483
74.51948458347884,42.510498,45.409683,42.510498,49.38181295259488,42.826805
73.601770262557,63.979004,56.414658,63.979004,61.70849981221096,63.988575
87.22860373117176,53.29748,54.33718,53.29748,60.37701419284148,55.37488
72.92800031213895,65.652336,44.338165,65.652336,63.756673937212135,64.96718
98.7386549475058,62.119514,66.0987,62.119514,63.73809813078803,65.38579
79.2798633932563,55.061245,45.05687,55.061245,52.03643983639324,55.177654
74.61923055232184,48.66948,40.63015,48.66948,53.92209208741603,48.66435
17.57196744314878,49.830505,47.21691,49.830505,42.632969238055296,49.851044
-1.9196367974654187,15.106898,30.669743,15.106898,12.594791373411526,13.690917
-2.2699867898912363,17.623817,32.81452,17.623817,14.030300474778487,16.909641
37.703644011594854,57.816467,51.22167,57.816467,54.67432607356035,56.696125
55.107302920055034,23.149351,31.114103,23.149351,35.797471314467586,30.205183
94.34828929690012,86.17149,63.555977,86.17149,85.15493744237588,87.10273
66.54086914543663,64.17701,55.30558,64.17701,60.84635647276643,64.87945
57.98917080325501,43.627747,56.429886,43.627747,46.55712977397968,44.194336
-0.041920624415838326,15.106898,30.871275,15.106898,11.175920193761494,13.157134
79.86735885390283,64.77761,50.153,64.77761,68.9070199829828,66.51836
45.03600934955008,44.85028,49.900272,44.85028,44.13394081217852,41.59392
66.33925824618987,48.212696,72.92574,48.212696,50.288988821426344,50.475452
26.162523671986868,47.750454,37.577797,47.750454,44.633064417979114,43.726196
33.90925049026108,35.044777,42.815315,35.044777,32.43618618644472,33.206615
87.34546825433821,75.625786,49.34573,75.625786,82.70840394625885,77.70341
64.39652004886022,56.15575,85.40108,56.15575,61.763467585693185,60.32168
52.703063073132355,50.605892,47.158913,50.605892,55.102078922086015,51.989555
40.62929957857118,49.656292,52.291054,49.656292,45.51772830454426,49.51227
66.68568129290044,48.838333,57.636536,48.838333,52.08886868474986,49.252644
68.45244920594162,57.856514,59.53232,57.856514,57.08890282429973,56.946632
47.46346815809473,42.362343,39.06193,42.362343,48.480618862530974,44.98424
31.64467213540715,31.696571,30.772741,31.696571,32.35648487605772,32.76424
4.522843737002149,33.799553,36.210144,33.799553,38.217274340295916,33.702053
20.71209639103158,39.24715,35.609104,39.24715,41.38957964811715,34.894684
44.30255655270811,54.93054,59.264877,54.93054,59.29510456747451,55.541298
40.42887790636732,34.61053,36.41058,34.61053,40.818347119641565,34.51154
55.531151207124786,53.123043,48.745064,53.123043,56.30074490245252,54.334835
40.37737088937939,45.688725,47.17441,45.688725,40.275307969353975,44.52331
72.7708496310326,61.73397,67.825005,61.73397,71.08568261888654,63.715225
34.046441092211765,56.928658,59.048153,56.928658,58.17056410122788,56.054245
39.79126445245758,29.125862,38.923717,29.125862,24.22294083851621,31.82189
26.898083946579675,45.847603,49.19982,45.847603,42.90871497208288,44.52331
68.87732404388262,48.631023,58.589634,48.631023,51.23323602397073,49.252644
19.43051318900387,25.885132,30.45263,25.885132,31.975716926449667,31.94629
15.63595281911957,15.331285,40.427177,15.331285,18.782296073627617,16.836855
55.356753209780315,50.174755,43.54315,50.174755,51.61820672426975,50.190598
31.808955673946482,37.224964,54.366295,37.224964,40.18326182350347,37.171593
57.84680650437583,53.36687,53.310905,53.36687,57.37506688048776,55.37488
78.00389000688713,47.583206,46.415062,47.583206,52.88028663131523,48.99538
30.921109128257747,45.9767,59.595367,45.9767,42.0499636349197,46.475025
44.642214803779645,46.272537,40.11558,46.272537,45.84706601945715,44.22773
47.58503386708178,25.122494,40.246502,25.122494,25.866082947684,24.494446
44.525943242301146,44.187145,46.51998,44.187145,40.66001646098473,41.59392
5.764878151468807,25.171099,37.03683,25.171099,18.26697146434409,24.383358
68.39437655484727,63.36294,59.375397,63.36294,62.77588447462418,64.31333
37.61635967867913,38.634212,38.454716,38.634212,40.5843180576869,37.37482
34.90234241294468,62.984608,51.090466,62.984608,63.79821254199979,65.630035
12.239273873866999,38.13176,41.710125,38.13176,32.97003447774093,34.974415
18.09082413810828,20.648924,52.081604,20.648924,23.617621619955305,25.631628
14.313685826820754,29.7275,39.739326,29.7275,29.764243215850673,32.806625
33.97471423389942,17.536547,31.17194,17.536547,22.10156602642434,22.205864
48.557360067635265,54.46764,54.172813,54.46764,59.09166807378628,56.024796
34.50535521901943,55.413162,48.235527,55.413162,57.01911578754566,55.847042
