actual,predicted
33.33,32.02392
13.33,40.016403
60.0,34.69216
46.67,42.45488
33.33,32.014645
26.67,55.500122
86.67,64.21053
53.33,45.52682
66.67,68.87635
53.33,48.48212
13.33,39.029236
80.0,49.16416
33.33,60.931488
26.67,48.55297
73.33,57.198868
6.67,36.534912
93.33,45.927166
100.0,69.90548
66.67,42.755493
46.67,38.870125
100.0,59.409126
53.33,48.37242
60.0,54.220528
40.0,64.50849
73.33,56.152992
46.67,47.014435
66.67,58.21898
60.0,58.05133
46.67,41.473698
33.33,52.62587
66.67,44.228973
60.0,45.200092
86.67,64.89678
80.0,75.763725
6.67,38.537876
60.0,57.940643
46.67,59.685043
40.0,35.882046
80.0,58.73945
73.33,67.58375
13.33,41.75354
40.0,36.204163
53.33,50.029526
46.67,54.533356
93.33,51.87619
66.67,75.27921
86.67,71.54678
53.33,43.69219
40.0,46.233147
93.33,62.85327
13.33,39.62227
53.33,47.49221
46.67,42.211853
66.67,44.310085
60.0,73.73149
60.0,44.70193
13.33,40.71423
53.33,45.312866
60.0,38.967712
60.0,80.66401
53.33,49.787704
73.33,45.09872
80.0,57.952362
6.67,34.06546
80.0,47.03594
73.33,39.62229
53.33,37.124527
53.33,46.15246
26.67,57.05148
66.67,53.216522
20.0,32.228497
53.33,77.55445
33.33,33.004677
53.33,45.499004
73.33,51.519905
40.0,66.60978
13.33,40.537422
33.33,65.847565
46.67,38.768612
20.0,51.77211
33.33,37.976154
13.33,40.954575
53.33,80.419716
20.0,43.27968
33.33,63.205482
60.0,62.03119
100.0,80.96349
86.67,52.580914
80.0,52.757282
40.0,63.255966
0.0,32.71119
53.33,43.75821
0.0,30.303474
46.67,38.52744
86.67,49.24167
53.33,46.540638
53.33,43.998966
66.67,38.740803
33.33,39.07362
73.33,64.789696
73.33,63.786613
40.0,47.45302
46.67,50.076454
53.33,31.173285
86.67,84.88672
73.33,59.491566
33.33,31.519718
53.33,46.844654
40.0,45.95381
80.0,51.425026
53.33,48.64645
73.33,53.02282
33.33,31.084993
40.0,38.484203
33.33,62.13798
40.0,50.49426
40.0,36.98918
53.33,81.038666
46.67,61.52767
53.33,31.477736
100.0,58.22705
53.33,45.70764
60.0,68.542274
66.67,54.73326
46.67,58.065388
60.0,73.173
66.67,53.552868
40.0,37.385487
60.0,44.093132
60.0,57.96119
53.33,73.11332
40.0,47.83596
93.33,69.81049
13.33,40.887398
100.0,56.037773
93.33,62.47149
13.33,40.18006
6.67,37.68007
80.0,63.301178
33.33,29.60699
60.0,45.526722
0.0,32.391434
13.33,39.588146
46.67,69.769455
40.0,55.83358
66.67,36.58513
53.33,50.095314
6.67,37.733707
46.67,52.18962
46.67,60.858418
80.0,49.05049
80.0,41.05271
20.0,47.734543
33.33,47.609993
40.0,40.013336
80.0,66.4853
33.33,54.207733
26.67,54.83838
80.0,49.945168
53.33,62.662346
53.33,50.93875
33.33,45.075268
6.67,38.447395
20.0,31.223145
46.67,67.252556
80.0,76.037155
46.67,39.760395
66.67,47.149536
40.0,45.03473
53.33,44.016468
66.67,54.86012
66.67,68.400444
86.67,69.18365
53.33,36.349014
46.67,72.46152
60.0,31.320616
20.0,47.417732
46.67,62.37596
33.33,51.525146
26.67,54.607956
40.0,52.320732
53.33,70.23647
66.67,56.214622
33.33,36.603348
100.0,85.842155
13.33,41.251316
13.33,39.626694
33.33,53.514107
40.0,38.33728
13.33,40.743782
33.33,59.07876
13.33,40.68728
26.67,37.184708
20.0,36.783222
13.33,41.037254
20.0,45.397182
80.0,59.821903
33.33,46.91575
93.33,52.96697
73.33,58.170235
100.0,56.249237
26.67,48.31452
46.67,47.138195
46.67,40.720192
33.33,59.016075
40.0,64.506874
6.67,34.24391
93.33,52.127205
66.67,44.021484
53.33,46.233364
33.33,31.947615
86.67,61.078545
6.67,37.11149
66.67,37.171787
53.33,65.31814
80.0,38.400047
60.0,45.036514
73.33,43.890903
66.67,44.079967
66.67,57.194008
20.0,46.389847
66.67,73.421394
33.33,31.349133
60.0,69.01958
53.33,69.66127
80.0,63.17826
73.33,53.73026
73.33,62.74433
93.33,51.39888
33.33,31.131811
60.0,46.090775
80.0,70.703514
20.0,46.60112
80.0,46.465942
53.33,45.81529
46.67,70.31311
46.67,38.77162
40.0,42.13202
40.0,35.00608
93.33,86.03973
26.67,38.513447
40.0,39.925232
53.33,31.905407
0.0,30.970592
26.67,46.99401
80.0,57.221733
73.33,64.11515
86.67,48.94996
46.67,46.19801
53.33,33.557255
86.67,57.447227
26.67,42.56919
40.0,35.06687
73.33,39.029396
53.33,72.46967
66.67,56.24254
6.67,37.39892
46.67,40.001396
13.33,39.778683
33.33,65.22985
26.67,52.836266
73.33,56.467808
53.33,45.548225
26.67,45.027534
53.33,47.75289
60.0,70.103004
26.67,52.398888
60.0,52.781044
6.67,34.39113
86.67,78.39733
80.0,47.812263
0.0,31.375122
60.0,39.93331
26.67,39.95439
26.67,39.211086
73.33,63.26904
20.0,37.72164
66.67,36.725273
20.0,47.046238
46.67,61.40513
40.0,38.46596
13.33,39.60431
0.0,31.417198
60.0,49.6576
40.0,53.803024
33.33,48.904995
20.0,45.50356
93.33,57.770905
93.33,85.40171
66.67,88.35677
26.67,37.362072
66.67,46.346992
20.0,44.319733
80.0,61.08512
73.33,58.617558
13.33,39.094753
73.33,44.12182
40.0,36.573948
26.67,38.6431
40.0,70.13848
100.0,70.19195
93.33,58.672783
33.33,29.80619
33.33,54.378704
100.0,72.4784
46.67,59.339214
60.0,41.767323
40.0,38.59243
60.0,67.643616
66.67,41.709274
80.0,40.286194
20.0,49.10522
73.33,47.625587
53.33,46.947315
0.0,28.781885
13.33,41.559246
66.67,49.495857
60.0,47.232254
26.67,54.482143
53.33,45.88624
46.67,59.224735
26.67,42.736214
33.33,52.080765
86.67,54.576454
20.0,32.853287
53.33,45.009777
46.67,41.75107
60.0,63.554005
33.33,54.833374
100.0,65.21143
46.67,67.431206
66.67,38.65985
0.0,32.931286
60.0,57.29245
53.33,44.036064
66.67,80.110214
33.33,31.731781
60.0,43.074104
60.0,59.83393
66.67,42.432858
66.67,52.774887
80.0,67.66588
26.67,57.720097
46.67,39.70894
46.67,58.447746
66.67,57.11019
20.0,43.822144
53.33,46.16128
40.0,68.16235
100.0,74.75007
80.0,48.333138
66.67,37.88658
40.0,56.75753
66.67,45.796562
73.33,64.12138
40.0,68.82719
60.0,58.622616
60.0,43.14284
33.33,33.061066
73.33,40.807907
40.0,66.73028
6.67,38.928226
66.67,63.483334
46.67,38.596054
86.67,65.70041
60.0,39.86333
46.67,40.468807
80.0,55.342834
53.33,56.152527
33.33,46.451332
66.67,59.116352
46.67,56.379272
26.67,47.83441
40.0,58.624535
100.0,71.112434
80.0,54.404633
60.0,71.06965
73.33,54.040115
13.33,41.23961
46.67,41.645412
80.0,50.06703
6.67,38.37419
0.0,31.045065
40.0,47.15925
73.33,45.609657
46.67,41.237312
46.67,35.595062
0.0,30.55235
53.33,31.35498
46.67,41.00154
53.33,48.750954
46.67,68.930595
40.0,57.164375
33.33,61.24925
40.0,37.50797
100.0,85.926926
20.0,37.994286
40.0,57.501083
66.67,56.425938
26.67,35.78454
53.33,46.14824
40.0,38.805023
13.33,38.817
20.0,46.269386
53.33,52.17133
6.67,40.01393
80.0,53.542133
73.33,48.977497
80.0,36.543076
60.0,38.956055
13.33,41.292816
53.33,32.742023
53.33,38.30654
40.0,36.90238
66.67,57.509346
80.0,53.8004
0.0,29.94176
60.0,38.373474
66.67,52.834015
33.33,31.829275
86.67,54.296577
40.0,45.92048
60.0,33.638523
93.33,62.131668
53.33,43.43756
46.67,39.66851
80.0,60.787758
46.67,39.614063
100.0,55.580227
40.0,44.656517
46.67,49.408527
33.33,30.754854
100.0,80.38047
46.67,55.548325
86.67,82.39504
60.0,43.86248
40.0,47.148216
100.0,81.15015
46.67,38.86176
80.0,65.5487
66.67,67.20202
6.67,38.449364
66.67,58.134106
93.33,75.13383
86.67,35.535774
40.0,37.89041
60.0,35.677933
100.0,61.859478
33.33,32.715332
46.67,66.00109
73.33,52.078167
0.0,34.383175
13.33,40.110703
66.67,157.97105
60.0,38.270947
40.0,36.619255
66.67,45.543655
6.67,38.952053
66.67,58.375565
53.33,47.533085
93.33,70.62631
40.0,45.15237
46.67,71.79233
80.0,38.041428
40.0,37.986618
33.33,44.850204
53.33,84.64602
26.67,35.89126
40.0,36.491653
20.0,30.740047
66.67,47.96854
46.67,42.022987
26.67,49.273415
60.0,42.328354
46.67,74.85026
73.33,60.26097
60.0,63.47264
53.33,44.63253
80.0,60.54871
26.67,29.416122
40.0,37.048523
46.67,60.27194
20.0,45.853626
60.0,57.60328
33.33,51.502884
33.33,60.487293
46.67,41.829224
100.0,81.10089
60.0,39.588215
60.0,32.05508
80.0,55.689335
53.33,47.796383
60.0,39.981
46.67,46.323086
100.0,58.27558
6.67,39.999275
66.67,57.87053
100.0,75.56936
46.67,79.10735
93.33,51.67914
93.33,86.87693
66.67,55.8749
66.67,41.764004
26.67,45.29882
80.0,64.01667
20.0,45.51097
80.0,43.1064
33.33,32.152496
80.0,60.578697
60.0,75.23176
0.0,34.12082
53.33,46.091377
13.33,36.366962
86.67,66.054344
